Sheet,RFZ_IP,Time_IP (s),RFZ_LP,Time_LP (s)
Data-20-12 (1),89469.0,31.575000047683716,89397.09547497395,0.07500004768371582
Data-20-12 (2),14330661.89945055,0.2649998664855957,14328002.281279806,0.021999835968017578
Data-20-24 (1),5230537.612554112,0.28100013732910156,5228455.25867232,0.029999971389770508
Data-20-24 (2),6720267.681013431,0.7379999160766602,6714419.806246969,0.046000003814697266
Data-100-24 (1),39159137.387301594,1200.239000082016,39052223.54098593,1.123000144958496
Data-100-24 (2),39159137.387301594,1200.2320001125336,39052223.54098593,0.9809999465942383
Data-200-24,78615034.34588744,1200.5190000534058,78104447.08197176,1.3589999675750732
