Sheet,ZLP,ZIP,Time_LP,Time_IP,Status_LP,Status_IP
Data-20-12 (1),80071.12407982955,89469.0,0.0049915313720703125,11.77652645111084,Optimal,Optimal
Data-20-12 (2),14248318.909100663,14330363.89945055,0.005996227264404297,0.18749666213989258,Optimal,Optimal
Data-20-24 (1),5188728.18545767,5227122.577272727,0.00797891616821289,0.18147873878479004,Optimal,Optimal
Data-20-24 (2),6597352.025347128,6711604.908394378,0.008982419967651367,0.36997532844543457,Optimal,Optimal
Data-100-24 (1),34736738.83876163,37938431.06525236,0.06278824806213379,1200.3406200408936,Optimal,Optimal
Data-100-24 (2),34736738.83876163,37938431.0920624,0.07392144203186035,1200.355498790741,Optimal,Optimal
Data-200-24,69473477.67752331,75788731.89767349,0.13388729095458984,1200.2739119529724,Optimal,Optimal
