Sheet,Minimun cost,Processing time
6-periods (1),54875.0,0.0009617805480957031
6-periods (2),105079.0,0.0
12-periods (1),54291.0,0.0010008811950683594
12-periods (2),44793.0,0.0009953975677490234
24-periods (1),78316.0,0.010969161987304688
24-periods (2),138648.0,0.012967348098754883
52-periods (1),227604.0,0.0967397689819336
52-periods (2),222695.0,0.0967702865600586
104-periods (1),340375.0,1.1878323554992676
104-periods (2),745112.0,1.3084995746612549
